RID,Title,Organization
ASTM E2129,(2024) Standard Practice for Data Collection for Sustainability Assessment of Building Products,ASTM INTERNATIONAL (ASTM)
ASTM E2140,(2001; R 2023) Standard Test Method for Water Penetration of Metal Roof Panel Systems by Static Water Pressure Head,ASTM INTERNATIONAL (ASTM)
ASTM E2166,(2016; R 2023) Standard Practice for Organizing and Managing Building Data,ASTM INTERNATIONAL (ASTM)
ASTM E2174,(2020a) Standard Practice for On-Site Inspection of Installed Firestop Systems,ASTM INTERNATIONAL (ASTM)
ASTM E2178,(2021a) Standard Test Method for Determining Air Leakage Rate and Calculation of Air Permeance of Building Materials,ASTM INTERNATIONAL (ASTM)
ASTM E2190,(2010) Standard Specification for Insulating Glass Unit Performance and Evaluation,ASTM INTERNATIONAL (ASTM)
ASTM E2226,(2024) Standard Practice for Application of Hose Stream,ASTM INTERNATIONAL (ASTM)
ASTM E2231,(2021) Standard Practice for Specimen Preparation and Mounting of Pipe and Duct Insulation Materials to Assess Surface Burning Characteristics,ASTM INTERNATIONAL (ASTM)
ASTM E2260,(2012) Standard Guide for Repointing (Tuckpointing) Historic Masonry,ASTM INTERNATIONAL (ASTM)
ASTM E2302,(2003; R 2016) Standard Test Method for Measurement of the Luminance Coefficient Under Diffuse Illumination of Pavement Marking Materials Using a Portable Reflectometer,ASTM INTERNATIONAL (ASTM)
ASTM E2307,"(2023b) Standard Test Method for Determining Fire Resistance of Perimeter Fire Barrier Systems Using Intermediate-Scale, Multi-story Test Apparatus",ASTM INTERNATIONAL (ASTM)
ASTM E2336,(2020) Standard Test Methods for Fire Resistive Grease Duct Enclosure Systems,ASTM INTERNATIONAL (ASTM)
ASTM E2356,(2018) Standard Practice for Comprehensive Building Asbestos Surveys,ASTM INTERNATIONAL (ASTM)
ASTM E2357,(2018) Standard Test Method for Determining Air Leakage Rate of Air Barrier Assemblies,ASTM INTERNATIONAL (ASTM)
ASTM E2393,(2020a) Standard Practice for On-Site Inspection of Installed Fire Resistive Joint Systems and Perimeter Fire Barriers,ASTM INTERNATIONAL (ASTM)
ASTM E2461,(2012; R 2017) Standard Practice for Determining the Thickness of Glass in Airport Traffic Control Tower Cabs,ASTM INTERNATIONAL (ASTM)
ASTM E2486/E2486M,(2022) Standard Test Method for Impact Resistance of Class PB and PI Exterior Insulation and Finish Systems (EIFS),ASTM INTERNATIONAL (ASTM)
ASTM E2570/E2570M,(2007; R 2019) Standard Test Methods for Evaluating Water-Resistive Barrier (WRB) Coatings Used under Exterior Insulation and Finish Systems (EIFS) or EIFS with Drainage,ASTM INTERNATIONAL (ASTM)
ASTM E2634,(2018; R 2022) Standard Specification for Flat Wall Insulating Concrete Form (ICF) Systems,ASTM INTERNATIONAL (ASTM)
ASTM E2659,(2018; R 2024) Standard Practice for Certificate Programs,ASTM INTERNATIONAL (ASTM)
ASTM E2700,(2014) Standard Practice for Contact Ultrasonic Testing of Welds Using Phased Arrays,ASTM INTERNATIONAL (ASTM)
ASTM E2807,(2011; R 2019) Standard Specification for 3D Imaging Data Exchange,ASTM INTERNATIONAL (ASTM)
ASTM E2813,(2018) Standard Practice for Building Enclosure Commissioning,ASTM INTERNATIONAL (ASTM)
ASTM E2947,(2021) Standard Guide for Building Enclosure Commissioning,ASTM INTERNATIONAL (ASTM)
ASTM E3061,(2017) Standard Test Method for Analysis of Aluminum and Aluminum Alloys by Inductively Coupled Plasma Atomic Emission Spectrometry (Performance-Based Method),ASTM INTERNATIONAL (ASTM)
ASTM F36,(2015; R 2021) Standard Test Method for Compressibility and Recovery of Gasket Materials,ASTM INTERNATIONAL (ASTM)
ASTM F104,(2011; R 2020) Standard Classification System for Nonmetallic Gasket Materials,ASTM INTERNATIONAL (ASTM)
ASTM F148,(2013) Binder Durability of Cork Composition Gasket Materials,ASTM INTERNATIONAL (ASTM)
ASTM F150,(2006; R 2013) Standard Test Method for Electrical Resistance of Conductive and Static Dissipative Resilient Flooring,ASTM INTERNATIONAL (ASTM)
ASTM F152,(2024) Standard Test Methods for Tension Testing of Nonmetallic Gasket Materials,ASTM INTERNATIONAL (ASTM)
ASTM F336,(2002; R 2023) Standard Practice for Design and Construction of Nonmetallic Enveloped Gaskets for Corrosive Service,ASTM INTERNATIONAL (ASTM)
ASTM F402,"(2018) Standard Practice for Safe Handling of Solvent Cements, Primers, and Cleaners Used for Joining Thermoplastic Pipe and Fittings",ASTM INTERNATIONAL (ASTM)
ASTM F409,(2022) Standard Specification for Thermoplastic Accessible and Replaceable Plastic Tube and Tubular Fittings,ASTM INTERNATIONAL (ASTM)
ASTM F428,(2019; R 2024) Intensity of Scratches on Aerospace Glass Enclosures,ASTM INTERNATIONAL (ASTM)
ASTM F436,(2011) Hardened Steel Washers,ASTM INTERNATIONAL (ASTM)
ASTM F436/F436M,(2024) Standard Specification for Hardened Steel Washers Inch and Metric Dimensions,ASTM INTERNATIONAL (ASTM)
ASTM F436M,(2011) Hardened Steel Washers (Metric),ASTM INTERNATIONAL (ASTM)
ASTM F437,"(2024) Standard Specification for Threaded Chlorinated Poly(Vinyl Chloride) (CPVC) Plastic Pipe Fittings, Schedule 80",ASTM INTERNATIONAL (ASTM)
ASTM F438,"(2023) Standard Specification for Socket-Type Chlorinated Poly(Vinyl Chloride) (CPVC) Plastic Pipe Fittings, Schedule 40",ASTM INTERNATIONAL (ASTM)
ASTM F439,"(2024) Standard Specification for Chlorinated Poly(Vinyl Chloride) (CPVC) Plastic Pipe Fittings, Schedule 80",ASTM INTERNATIONAL (ASTM)
ASTM F441/F441M,"(2023) Standard Specification for Chlorinated Poly(Vinyl Chloride) (CPVC) Plastic Pipe, Schedules 40 and 80",ASTM INTERNATIONAL (ASTM)
ASTM F442/F442M,(2023) Standard Specification for Chlorinated Poly(Vinyl Chloride) (CPVC) Plastic Pipe (SDR-PR),ASTM INTERNATIONAL (ASTM)
ASTM F446,(2018; R 2023) Standard Consumer Safety Specification for Grab Bars and Accessories Installed in the Bathing Area,ASTM INTERNATIONAL (ASTM)
ASTM F467,(2024) Standard Specification for Nonferrous Nuts for General Use,ASTM INTERNATIONAL (ASTM)
ASTM F468,"(2023) Standard Specification for Nonferrous Bolts, Hex Cap Screws, and Studs for General Use",ASTM INTERNATIONAL (ASTM)
ASTM F476,(2014) Standard Test Methods for Security of Swinging Door Assemblies,ASTM INTERNATIONAL (ASTM)
ASTM F477,(2014; R 2021) Standard Specification for Elastomeric Seals (Gaskets) for Joining Plastic Pipe,ASTM INTERNATIONAL (ASTM)
ASTM F480,"(2014; R 2022) Standard Specification for Thermoplastic Well Casing Pipe and Couplings Made in Standard Dimension Ratios (SDR), SCH 40 and SCH 80",ASTM INTERNATIONAL (ASTM)
ASTM F493,(2022) Standard Specification for Solvent Cements for Chlorinated Poly (Vinyl Chloride) (CPVC) Plastic Pipe and Fittings,ASTM INTERNATIONAL (ASTM)
ASTM F512,(2019; R 2024) Standard Specification for Smooth-Wall Poly (Vinyl Chloride) (PVC) Conduit and Fittings for Underground Installation,ASTM INTERNATIONAL (ASTM)
ASTM F520,(2021) Standard Test Method for Environmental Resistance of Aerospace Transparencies to Artificially Induced Exposures,ASTM INTERNATIONAL (ASTM)
ASTM F521,(2022) Standard Test Methods for Bond Integrity of Transparent Laminates,ASTM INTERNATIONAL (ASTM)
ASTM F547,(2017) Standard Terminology of Nails for Use with Wood and Wood-Base Materials,ASTM INTERNATIONAL (ASTM)
ASTM F548,(2019; R 2024) Standard Test Method for Intensity of Scratches on Aerospace Transparent Plastics,ASTM INTERNATIONAL (ASTM)
ASTM F567,(2023) Standard Practice for Installation of Chain Link Fence,ASTM INTERNATIONAL (ASTM)
ASTM F568M,(2007) Standard Specification for Carbon and Alloy Steel Externally Threaded Metric Fasteners,ASTM INTERNATIONAL (ASTM)
ASTM F585,(2016; R 2021) Standard Guide for Insertion of Flexible Polyethylene Pipe into Existing Sewers,ASTM INTERNATIONAL (ASTM)
ASTM F588,"(2017) Standard Test Methods for Measuring the Forced Entry Resistance of Window Assemblies, Excluding Glazing Impact",ASTM INTERNATIONAL (ASTM)
ASTM F593,"(2024) Standard Specification for Stainless Steel Bolts, Hex Cap Screws, and Studs",ASTM INTERNATIONAL (ASTM)
ASTM F594,(2022) Standard Specification for Stainless Steel Nuts,ASTM INTERNATIONAL (ASTM)
ASTM F626,(2014; R 2023) Standard Specification for Fence Fittings,ASTM INTERNATIONAL (ASTM)
ASTM F628,"(2024) Standard Specification for Acrylonitrile-Butadiene-Styrene (ABS) Schedule 40 Plastic Drain, Waste, and Vent Pipe with a Cellular Core",ASTM INTERNATIONAL (ASTM)
ASTM F648,(2021) Standard Specification for Ultra-High-Molecular-Weight Polyethylene Powder and Fabricated Form for Surgical Implants,ASTM INTERNATIONAL (ASTM)
ASTM F656,(2021) Standard Specification for Primers for Use in Solvent Cement Joints of Poly(Vinyl Chloride) (PVC) Plastic Pipe and Fittings,ASTM INTERNATIONAL (ASTM)
ASTM F667/F667M,(2016; R 2021) Standard Specification for 3 through 24 in. Corrugated Polyethylene Pipe and Fittings,ASTM INTERNATIONAL (ASTM)
ASTM F668,(2017; R 2022) Standard Specification for Polyvinyl Chloride (PVC) and Other Polymer-Coated Steel Chain Link Fence Fabric,ASTM INTERNATIONAL (ASTM)
ASTM F679,(2016) Standard Specification for Poly(Vinyl Chloride) (PVC) Large-Diameter Plastic Gravity Sewer Pipe and Fittings,ASTM INTERNATIONAL (ASTM)
ASTM F710,(2022) Standard Practice for Preparing Concrete Floors to Receive Resilient Flooring,ASTM INTERNATIONAL (ASTM)
ASTM F714,(2024) Standard Specification for Polyethylene (PE) Plastic Pipe (DR-PR) Based on Outside Diameter,ASTM INTERNATIONAL (ASTM)
ASTM F735,(2022; E 2022) Standard Test Method for Abrasion Resistance of Transparent Plastics and Coatings Using the Oscillating Sand Method,ASTM INTERNATIONAL (ASTM)
ASTM F758,"(2014; R 2023) Smooth-Wall Poly(Vinyl Chloride) (PVC) Plastic Underdrain Systems for Highway, Airport, and Similar Drainage",ASTM INTERNATIONAL (ASTM)
ASTM F791,(1996; R 2013) Stress Crazing of Transparent Plastics,ASTM INTERNATIONAL (ASTM)
ASTM F793/F793M,(2020) Standard Classification of Wall Coverings by Use Characteristics,ASTM INTERNATIONAL (ASTM)
ASTM F794,(2021) Standard Specification for Poly(Vinyl Chloride) (PVC) Profile Gravity Sewer Pipe and Fittings Based on Controlled Inside Diameter,ASTM INTERNATIONAL (ASTM)
ASTM F835,(2023) Standard Specification for Alloy Steel Socket Button and Flat Countersunk Head Cap Screws,ASTM INTERNATIONAL (ASTM)
ASTM F842,"(2017; R 2023) Standard Test Methods for Measuring the Forced Entry Resistance of Sliding Door Assemblies, Excluding Glazing Impact",ASTM INTERNATIONAL (ASTM)
ASTM F844,"(2019; R 2024) Standard Specification for Washers, Steel, Plain (Flat), Unhardened for General Use",ASTM INTERNATIONAL (ASTM)
ASTM F851,(1987; R 2020) Standard Test Method for Self-Rising Seat Mechanisms,ASTM INTERNATIONAL (ASTM)
ASTM F855,(2020) Standard Specifications for Temporary Protective Grounds to Be Used on De-energized Electric Power Lines and Equipment,ASTM INTERNATIONAL (ASTM)
ASTM F876,(2024b) Standard Specification for Crosslinked Polyethylene (PEX) Tubing,ASTM INTERNATIONAL (ASTM)
ASTM F877,(2024) Standard Specification for Crosslinked Polyethylene (PEX) Plastic Hot- and Cold-Water Distribution Systems,ASTM INTERNATIONAL (ASTM)
ASTM F883,(2013; R 2022) Standard Performance Specification for Padlocks,ASTM INTERNATIONAL (ASTM)
ASTM F891,(2024) Standard Specification for Coextruded Poly (Vinyl Chloride) (PVC) Plastic Pipe with a Cellular Core,ASTM INTERNATIONAL (ASTM)
ASTM F894,(2024) Standard Specification for Polyethylene (PE) Large Diameter Profile Wall Sewer and Drain Pipe,ASTM INTERNATIONAL (ASTM)
ASTM F900,(2011; R 2017) Standard Specification for Industrial and Commercial Swing Gates,ASTM INTERNATIONAL (ASTM)
ASTM F934,(2016; R 2022) Standard Specification for Standard Colors for Polymer-Coated Chain Link Fence Materials,ASTM INTERNATIONAL (ASTM)
ASTM F949,(2020) Standard Specification for Poly(Vinyl Chloride) (PVC) Corrugated Sewer Pipe with a Smooth Interior and Fittings,ASTM INTERNATIONAL (ASTM)
ASTM F959/F959M,"(2017a; R 2023) Standard Specification for Compressible-Washer-Type Direct Tension Indicators for Use with Structural Fasteners, Inch and Metric Series",ASTM INTERNATIONAL (ASTM)
ASTM F1007,(2018; R 2022) Standard Specification for Pipeline Expansion Joints of the Packed Slip Type for Marine Application,ASTM INTERNATIONAL (ASTM)
ASTM F1015,(2003; R 2017) Standard Test Method for Relative Abrasiveness of Synthetic Turf Playing Surfaces,ASTM INTERNATIONAL (ASTM)
ASTM F1043,(2018; R 2022) Standard Specification for Strength and Protective Coatings on Steel Industrial Fence Framework,ASTM INTERNATIONAL (ASTM)
ASTM F1055,(2016; R 2022a) Standard Specification for Electrofusion Type Polyethylene Fittings for Outside Diameter Controlled Polyethylene and Crosslinked Polyethylene (PEX)Pipe and Tubing,ASTM INTERNATIONAL (ASTM)
ASTM F1056,(2018; R 2022) Standard Specification for Socket Fusion Tools for Use in Socket Fusion Joining Polyethylene Pipe or Tubing and Fittings,ASTM INTERNATIONAL (ASTM)
ASTM F1066,(2023) Standard Specification for Vinyl Composition Floor Tile,ASTM INTERNATIONAL (ASTM)
ASTM F1077,(2005) Selection of Committee F-16 Fastener Specifications,ASTM INTERNATIONAL (ASTM)
ASTM F1083,"(2018; R 2022) Standard Specification for Pipe, Steel, Hot-Dipped Zinc Coated (Galvanized) Welded, for Fence Structures",ASTM INTERNATIONAL (ASTM)
ASTM F1097,"(2017; R 2022) Standard Specification for Mortar, Refractory (High-Temperature, Air-Setting)",ASTM INTERNATIONAL (ASTM)
ASTM F1105,"(2009; R 2014) Preparing Aircraft Cleaning Compounds, Liquid-Type, Temperature-Sensitive, or Solvent-Based, for Storage Stability Testing",ASTM INTERNATIONAL (ASTM)
ASTM F1120,(1987; R 2024) Standard Specification for Circular Metallic Bellows Type Expansion Joints for Piping Applications,ASTM INTERNATIONAL (ASTM)
ASTM F1136/F1136M,(2011) Standard Specification for Zinc/Aluminum Corrosion Protective Coatings for Fasteners,ASTM INTERNATIONAL (ASTM)
ASTM F1139,(1988; R 2024) Steam Traps and Drains,ASTM INTERNATIONAL (ASTM)
ASTM F1145,"(2005; R 2017) Standard Specification for Turnbuckles, Swaged, Welded, Forged",ASTM INTERNATIONAL (ASTM)
ASTM F1172,(1988; R 2024) Standard Specification for Fuel Oil Meters of the Volumetric Positive Displacement Type,ASTM INTERNATIONAL (ASTM)
ASTM F1182,"(2007; R 2023) Anodes, Sacrificial Zinc Alloy",ASTM INTERNATIONAL (ASTM)
ASTM F1183,(1996; R 2017) Standard Specification for Aluminum Alloy Chain Link Fence Fabric,ASTM INTERNATIONAL (ASTM)
ASTM F1184,(2023; E 2023) Standard Specification for Industrial and Commercial Horizontal Slide Gates,ASTM INTERNATIONAL (ASTM)
ASTM F1199,(2021) Standard Specification for Cast (All Temperatures and Pressures) and Welded Pipe Line Strainers (150 psig and 150 degrees F Maximum),ASTM INTERNATIONAL (ASTM)
ASTM F1200,(2021a) Standard Specification for Fabricated (Welded) Pipe Line Strainers (Above 150 psig and 150 degrees F (1Mpa and 65 degrees C)),ASTM INTERNATIONAL (ASTM)
ASTM F1216,(2024a) Standard Practice for Rehabilitation of Existing Pipelines and Conduits by the Inversion and Curing of a Resin-Impregnated Tube,ASTM INTERNATIONAL (ASTM)
ASTM F1233,(2021) Standard Test Method for Security Glazing Materials and Systems,ASTM INTERNATIONAL (ASTM)
ASTM F1249,(2020) Standard Test Method for Water Vapor Transmission Rate Through Plastic Film and Sheeting Using a Modulated Infrared Sensor,ASTM INTERNATIONAL (ASTM)
ASTM F1290,(2019) Standard Practice for Electrofusion Joining Polyolefin Pipe and Fittings,ASTM INTERNATIONAL (ASTM)
ASTM F1292,(2022) Standard Specification for Impact Attenuation of Surfacing Materials Within the Use Zone of Playground Equipment,ASTM INTERNATIONAL (ASTM)
ASTM F1303,(2004; R 2021) Standard Specification for Sheet Vinyl Floor Covering with Backing,ASTM INTERNATIONAL (ASTM)
ASTM F1344,(2021a) Standard Specification for Rubber Floor Tile,ASTM INTERNATIONAL (ASTM)
ASTM F1345,(2010a; R 2019) Standard Specification for Zinc-5 percent Aluminum-Mischmetal Alloy-Coated Steel Chain-Link Fence Fabric,ASTM INTERNATIONAL (ASTM)
ASTM F1412,(2022) Standard Specification for Polyolefin Pipe and Fittings for Corrosive Waste Drainage Systems,ASTM INTERNATIONAL (ASTM)
ASTM F1417,(2011a; E 2024) Standard Practice for Installation Acceptance of Plastic Non-pressure Sewer Lines Using Low-Pressure Air,ASTM INTERNATIONAL (ASTM)
ASTM F1476,(2007; R 2024) Standard Specification for Performance of Gasketed Mechanical Couplings for Use in Piping Applications,ASTM INTERNATIONAL (ASTM)
ASTM F1482,(2021) Standard Practice for Installation and Preparation of Panel Type Underlayments to Receive Resilient Flooring,ASTM INTERNATIONAL (ASTM)
ASTM F1483,"(2023) Standard Specification for Oriented Poly(Vinyl Chloride), PVCO, Pressure Pipe",ASTM INTERNATIONAL (ASTM)
ASTM F1487,(2021) Standard Consumer Safety Performance Specification for Playground Equipment for Public Use,ASTM INTERNATIONAL (ASTM)
ASTM F1504,(2014) Standard Specification for Folded Poly(Vinyl Chloride) (PVC) Pipe for Existing Sewer and Conduit Rehabilitation,ASTM INTERNATIONAL (ASTM)
ASTM F1508,"(1996; R 2021) Standard Specification for Angle Style, Pressure Relief Valves for Steam, Gas, and Liquid Services",ASTM INTERNATIONAL (ASTM)
ASTM F1516,(2023) Standard Practice for Sealing Seams of Resilient Flooring Products by the Heat Weld Method (when Recommended),ASTM INTERNATIONAL (ASTM)
ASTM F1533,(2001; R 2009) Standard Specification for Deformed Polyethylene (PE) Liner,ASTM INTERNATIONAL (ASTM)
ASTM F1545,"(2015a; R 2021) Standard Specification for Plastic-Lined Ferrous Metal Pipe, Fittings and Flanges",ASTM INTERNATIONAL (ASTM)
